layer,m1,m2,kx,ky,occupation
top,0,-3,0,-3.61800627279,0.130914311219
top,0,-2,0,-2.41200418186,0.309902024202
top,0,-1,0,-1.20600209093,0.56659557677
top,0,0,0,0,0.890440391156
top,0,1,0,1.20600209093,0.56659557677
top,0,2,0,2.41200418186,0.309902024202
top,0,3,0,3.61800627279,0.130914311219
top,0,4,0,4.82400836372,0.0385078414956
top,1,-4,1.20600209093,-4.82400836372,0.0350677155272
top,1,-3,1.20600209093,-3.61800627279,0.103041657818
top,1,-2,1.20600209093,-2.41200418186,0.274358751285
top,1,-1,1.20600209093,-1.20600209093,0.47925589175
top,1,0,1.20600209093,0,0.576016621598
top,1,1,1.20600209093,1.20600209093,0.466899990256
top,1,2,1.20600209093,2.41200418186,0.26593774099
top,1,3,1.20600209093,3.61800627279,0.0988249717653
top,1,4,1.20600209093,4.82400836372,0.0294463702516
top,2,-4,2.41200418186,-4.82400836372,0.0140659513442
top,2,-3,2.41200418186,-3.61800627279,0.062846656341
top,2,-2,2.41200418186,-2.41200418186,0.173278520319
top,2,-1,2.41200418186,-1.20600209093,0.282713967876
top,2,0,2.41200418186,0,0.343200606721
top,2,1,2.41200418186,1.20600209093,0.277712935029
top,2,2,2.41200418186,2.41200418186,0.15589083572
top,2,3,2.41200418186,3.61800627279,0.0580086292262
top,2,4,2.41200418186,4.82400836372,0.0163668441512
top,3,-4,3.61800627279,-4.82400836372,0.00386245815036
top,3,-3,3.61800627279,-3.61800627279,0.0263793237556
top,3,-2,3.61800627279,-2.41200418186,0.0682635301877
top,3,-1,3.61800627279,-1.20600209093,0.124184218543
top,3,0,3.61800627279,0,0.149519745516
top,3,1,3.61800627279,1.20600209093,0.114125032731
top,3,2,3.61800627279,2.41200418186,0.0618032020297
top,3,3,3.61800627279,3.61800627279,0.023974896871
top,3,4,3.61800627279,4.82400836372,0.00263616463578
top,4,-4,4.82400836372,-4.82400836372,-0.00163267830314
top,4,-3,4.82400836372,-3.61800627279,0.00606522684883
top,4,-2,4.82400836372,-2.41200418186,0.0203410118706
top,4,-1,4.82400836372,-1.20600209093,0.0352668805091
top,4,0,4.82400836372,0,0.0434588503029
top,4,1,4.82400836372,1.20600209093,0.031686347432
top,4,2,4.82400836372,2.41200418186,0.0225267060579
top,4,3,4.82400836372,3.61800627279,0.0089195908377
top,4,4,4.82400836372,4.82400836372,-0.00792818749919
bottom,-4,-4,-4.82400836372,-4.82400836372,0.00953569119797
bottom,-4,-3,-4.82400836372,-3.61800627279,0.0123378945284
bottom,-4,-2,-4.82400836372,-2.41200418186,0.0148106566302
bottom,-4,-1,-4.82400836372,-1.20600209093,0.0298745621352
bottom,-4,0,-4.82400836372,0,0.033603252221
bottom,-4,1,-4.82400836372,1.20600209093,0.0310215895466
bottom,-4,2,-4.82400836372,2.41200418186,0.0297533669286
bottom,-4,3,-4.82400836372,3.61800627279,0.022419928795
bottom,-4,4,-4.82400836372,4.82400836372,0.00770270228264
bottom,-3,-4,-3.61800627279,-4.82400836372,0.0130361728467
bottom,-3,-3,-3.61800627279,-3.61800627279,0.0139596626334
bottom,-3,-2,-3.61800627279,-2.41200418186,0.0561745387649
bottom,-3,-1,-3.61800627279,-1.20600209093,0.0945421475829
bottom,-3,0,-3.61800627279,0,0.115514204538
bottom,-3,1,-3.61800627279,1.20600209093,0.110507489762
bottom,-3,2,-3.61800627279,2.41200418186,0.0631892041326
bottom,-3,3,-3.61800627279,3.61800627279,0.0340008572052
bottom,-3,4,-3.61800627279,4.82400836372,0.0184459293327
bottom,-2,-4,-2.41200418186,-4.82400836372,0.0114809463518
bottom,-2,-3,-2.41200418186,-3.61800627279,0.0471572825451
bottom,-2,-2,-2.41200418186,-2.41200418186,0.143880327666
bottom,-2,-1,-2.41200418186,-1.20600209093,0.271668144569
bottom,-2,0,-2.41200418186,0,0.310238468128
bottom,-2,1,-2.41200418186,1.20600209093,0.263411314771
bottom,-2,2,-2.41200418186,2.41200418186,0.156344683318
bottom,-2,3,-2.41200418186,3.61800627279,0.0580064774417
bottom,-2,4,-2.41200418186,4.82400836372,0.0176396570643
bottom,-1,-4,-1.20600209093,-4.82400836372,0.0170657105002
bottom,-1,-3,-1.20600209093,-3.61800627279,0.0940660085088
bottom,-1,-2,-1.20600209093,-2.41200418186,0.274786217075
bottom,-1,-1,-1.20600209093,-1.20600209093,0.510092487807
bottom,-1,0,-1.20600209093,0,0.601304578723
bottom,-1,1,-1.20600209093,1.20600209093,0.470827241586
bottom,-1,2,-1.20600209093,2.41200418186,0.264497356983
bottom,-1,3,-1.20600209093,3.61800627279,0.100362849451
bottom,-1,4,-1.20600209093,4.82400836372,0.0299620325401
bottom,0,-4,0,-4.82400836372,0.0188426283589
bottom,0,-3,0,-3.61800627279,0.118073848374
bottom,0,-2,0,-2.41200418186,0.320968760679
bottom,0,-1,0,-1.20600209093,0.609054424099
bottom,0,0,0,0,1.09252815182
bottom,0,1,0,1.20600209093,0.609054424099
bottom,0,2,0,2.41200418186,0.320968760679
bottom,0,3,0,3.61800627279,0.118073848374
bottom,0,4,0,4.82400836372,0.0188426283589
bottom,1,-4,1.20600209093,-4.82400836372,0.0299620325401
bottom,1,-3,1.20600209093,-3.61800627279,0.100362849451
bottom,1,-2,1.20600209093,-2.41200418186,0.264497356983
bottom,1,-1,1.20600209093,-1.20600209093,0.470827241586
bottom,1,0,1.20600209093,0,0.601304578723
bottom,1,1,1.20600209093,1.20600209093,0.510092487807
bottom,1,2,1.20600209093,2.41200418186,0.274786217075
bottom,1,3,1.20600209093,3.61800627279,0.0940660085088
bottom,1,4,1.20600209093,4.82400836372,0.0170657105002
bottom,2,-4,2.41200418186,-4.82400836372,0.0176396570643
bottom,2,-3,2.41200418186,-3.61800627279,0.0580064774417
bottom,2,-2,2.41200418186,-2.41200418186,0.156344683318
bottom,2,-1,2.41200418186,-1.20600209093,0.263411314771
bottom,2,0,2.41200418186,0,0.310238468128
bottom,2,1,2.41200418186,1.20600209093,0.271668144569
bottom,2,2,2.41200418186,2.41200418186,0.143880327666
bottom,2,3,2.41200418186,3.61800627279,0.0471572825451
bottom,2,4,2.41200418186,4.82400836372,0.0114809463518
bottom,3,-4,3.61800627279,-4.82400836372,0.0184459293327
bottom,3,-3,3.61800627279,-3.61800627279,0.0340008572052
bottom,3,-2,3.61800627279,-2.41200418186,0.0631892041326
bottom,3,-1,3.61800627279,-1.20600209093,0.110507489762
bottom,3,0,3.61800627279,0,0.115514204538
bottom,3,1,3.61800627279,1.20600209093,0.0945421475829
bottom,3,2,3.61800627279,2.41200418186,0.0561745387649
bottom,3,3,3.61800627279,3.61800627279,0.0139596626334
bottom,3,4,3.61800627279,4.82400836372,0.0130361728467
bottom,4,-4,4.82400836372,-4.82400836372,0.00770270228264
bottom,4,-3,4.82400836372,-3.61800627279,0.022419928795
bottom,4,-2,4.82400836372,-2.41200418186,0.0297533669286
bottom,4,-1,4.82400836372,-1.20600209093,0.0310215895466
bottom,4,0,4.82400836372,0,0.033603252221
bottom,4,1,4.82400836372,1.20600209093,0.0298745621352
bottom,4,2,4.82400836372,2.41200418186,0.0148106566302
bottom,4,3,4.82400836372,3.61800627279,0.0123378945284
bottom,4,4,4.82400836372,4.82400836372,0.00953569119797
